row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,revenue,units_sold,price,competitor_price,discount_percentage,sales_date,market_average_value_x,market_average_value_y,avg_market_sales_x,avg_market_quantity_x,avg_market_sales_y,avg_market_quantity_y
3138,CA-2017-164168,11/12/2017,11/18/2017,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,75081,Central,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",12.224,2,0.2,4.4312,12.224,2,6.112,6.4176,20.0,11/12/2017,0.0,0.0,0.0,0.0,,
3139,CA-2017-164168,11/12/2017,11/18/2017,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,75081,Central,TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB,44.784,2,0.2,-0.5598,44.784,2,22.392,23.5116,20.0,11/12/2017,0.0,0.0,0.0,0.0,,
3140,CA-2017-164168,11/12/2017,11/18/2017,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,75081,Central,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",22.848,3,0.6,-17.7072,22.848,3,7.616,7.9968,60.0,11/12/2017,0.0,0.0,0.0,0.0,,
3141,CA-2015-112557,4/25/2015,4/28/2015,First Class,JL-15850,John Lucas,Consumer,United States,New York City,New York,10035,East,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",206.43,3,0.0,90.8292,206.43,3,68.81,72.2505,0.0,4/25/2015,0.0,0.0,0.0,0.0,,
3142,US-2014-122959,12/12/2014,12/12/2014,Same Day,CY-12745,Craig Yedwab,Corporate,United States,San Antonio,Texas,78207,Central,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,210.392,2,0.8,-336.6272,210.392,2,105.196,110.4558,80.0,12/12/2014,0.0,0.0,0.0,0.0,,
3143,CA-2017-162572,9/25/2017,9/27/2017,Second Class,RB-19360,Raymond Buch,Consumer,United States,Cincinnati,Ohio,45231,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,119.96,5,0.2,35.988,119.96,5,23.991999999999997,25.191599999999998,20.0,9/25/2017,0.0,0.0,0.0,0.0,,
3144,CA-2017-162572,9/25/2017,9/27/2017,Second Class,RB-19360,Raymond Buch,Consumer,United States,Cincinnati,Ohio,45231,East,OFF-AR-10001547,Office Supplies,Art,Newell 311,10.608,6,0.2,0.9282,10.608,6,1.768,1.8564,20.0,9/25/2017,0.0,0.0,0.0,0.0,,
3145,US-2016-148110,9/5/2016,9/11/2016,Standard Class,AR-10825,Anthony Rawles,Corporate,United States,Austin,Texas,78745,Central,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",347.802,7,0.3,-24.843,347.802,7,49.686,52.170300000000005,30.0,9/5/2016,0.0,0.0,0.0,0.0,,
3146,CA-2017-131828,2/11/2017,2/13/2017,Second Class,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,98105,West,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",963.136,4,0.2,108.3528,963.136,4,240.784,252.8232,20.0,2/11/2017,0.0,0.0,0.0,0.0,,
3147,CA-2017-131828,2/11/2017,2/13/2017,Second Class,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,98105,West,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.776,3,0.2,7.7679,88.776,3,29.592,31.0716,20.0,2/11/2017,0.0,0.0,0.0,0.0,,
3148,CA-2014-109218,6/30/2014,7/3/2014,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Los Angeles,California,90004,West,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",32.4,5,0.0,10.368,32.4,5,6.4799999999999995,6.803999999999999,0.0,6/30/2014,0.0,0.0,0.0,0.0,,
3149,CA-2016-120558,6/7/2016,6/10/2016,First Class,RD-19810,Ross DeVincentis,Home Office,United States,New York City,New York,10035,East,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,32.4,5,0.0,15.552,32.4,5,6.4799999999999995,6.803999999999999,0.0,6/7/2016,0.0,0.0,0.0,0.0,,
3150,US-2014-109036,12/20/2014,12/25/2014,Standard Class,KH-16510,Keith Herrera,Consumer,United States,Seattle,Washington,98103,West,OFF-LA-10002043,Office Supplies,Labels,Avery 489,31.05,3,0.0,14.904,31.05,3,10.35,10.8675,0.0,12/20/2014,0.0,0.0,0.0,0.0,,
3151,CA-2015-147830,12/15/2015,12/18/2015,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,2025.36,6,0.2,607.608,2025.36,6,337.56,354.43800000000005,20.0,12/15/2015,0.0,0.0,0.0,0.0,,
3152,CA-2015-147830,12/15/2015,12/18/2015,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,TEC-MA-10000418,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,1799.994,2,0.7,-2639.9912,1799.994,2,899.997,944.99685,70.0,12/15/2015,0.0,0.0,0.0,0.0,,
3153,CA-2015-147830,12/15/2015,12/18/2015,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,101.988,2,0.4,-16.998,101.988,2,50.994,53.5437,40.0,12/15/2015,0.0,0.0,0.0,0.0,,
3154,CA-2015-147830,12/15/2015,12/18/2015,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",262.864,7,0.2,69.0018,262.864,7,37.552,39.4296,20.0,12/15/2015,0.0,0.0,0.0,0.0,,
3155,CA-2017-150497,7/20/2017,7/24/2017,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Maple Grove,Minnesota,55369,Central,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,735.98,2,0.0,331.191,735.98,2,367.99,386.3895,0.0,7/20/2017,0.0,0.0,0.0,0.0,,
3156,CA-2014-128986,8/3/2014,8/5/2014,Second Class,GH-14410,Gary Hansen,Home Office,United States,Glendale,Arizona,85301,West,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,93.024,3,0.2,33.7212,93.024,3,31.008,32.5584,20.0,8/3/2014,0.0,0.0,0.0,0.0,,
3157,CA-2015-139584,8/24/2015,8/28/2015,Standard Class,EM-13810,Eleni McCrary,Corporate,United States,New York City,New York,10009,East,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,284.364,2,0.4,-75.8304,284.364,2,142.182,149.2911,40.0,8/24/2015,0.0,0.0,0.0,0.0,,
3158,CA-2015-139584,8/24/2015,8/28/2015,Standard Class,EM-13810,Eleni McCrary,Corporate,United States,New York City,New York,10009,East,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,26.0,2,0.0,11.7,26.0,2,13.0,13.65,0.0,8/24/2015,0.0,0.0,0.0,0.0,,
3159,US-2016-162677,3/26/2016,3/27/2016,First Class,DB-13210,Dean Braden,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",67.64,5,0.2,5.9185,67.64,5,13.528,14.204400000000001,20.0,3/26/2016,0.0,0.0,0.0,0.0,,
3160,US-2016-162677,3/26/2016,3/27/2016,First Class,DB-13210,Dean Braden,Consumer,United States,Jacksonville,North Carolina,28540,South,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,119.976,3,0.2,-17.9964,119.976,3,39.992,41.9916,20.0,3/26/2016,0.0,0.0,0.0,0.0,,
3161,US-2014-150924,9/12/2014,9/16/2014,Second Class,PT-19090,Pete Takahito,Consumer,United States,Houston,Texas,77070,Central,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,5.18,5,0.8,-8.029,5.18,5,1.036,1.0878,80.0,9/12/2014,0.0,0.0,0.0,0.0,,
3162,CA-2014-153969,9/21/2014,9/25/2014,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109,West,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,15.56,2,0.0,7.3132,15.56,2,7.78,8.169,0.0,9/21/2014,0.0,0.0,0.0,0.0,,
3163,CA-2014-153969,9/21/2014,9/25/2014,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109,West,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",78.35,5,0.0,36.8245,78.35,5,15.669999999999998,16.4535,0.0,9/21/2014,0.0,0.0,0.0,0.0,,
3164,CA-2014-153969,9/21/2014,9/25/2014,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109,West,OFF-AR-10001615,Office Supplies,Art,Newell 34,59.52,3,0.0,15.4752,59.52,3,19.84,20.832,0.0,9/21/2014,0.0,0.0,0.0,0.0,,
3165,CA-2014-153969,9/21/2014,9/25/2014,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109,West,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,38.52,9,0.0,17.334,38.52,9,4.28,4.494000000000001,0.0,9/21/2014,0.0,0.0,0.0,0.0,,
3166,CA-2014-153969,9/21/2014,9/25/2014,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109,West,TEC-PH-10001299,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,239.984,2,0.2,23.9984,239.984,2,119.992,125.9916,20.0,9/21/2014,0.0,0.0,0.0,0.0,,
3167,CA-2014-153969,9/21/2014,9/25/2014,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109,West,OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",19.35,3,0.0,9.4815,19.35,3,6.45,6.772500000000001,0.0,9/21/2014,0.0,0.0,0.0,0.0,,
3168,CA-2016-146682,10/29/2016,10/31/2016,First Class,KW-16435,Katrina Willman,Consumer,United States,Lansing,Michigan,48911,Central,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,67.0,5,0.0,32.16,67.0,5,13.4,14.07,0.0,10/29/2016,0.0,0.0,0.0,0.0,,
3169,CA-2016-138695,5/28/2016,6/3/2016,Standard Class,KC-16675,Kimberly Carter,Corporate,United States,Tallahassee,Florida,32303,South,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,390.272,8,0.2,-24.392,390.272,8,48.784,51.2232,20.0,5/28/2016,0.0,0.0,0.0,0.0,,
3170,CA-2016-138695,5/28/2016,6/3/2016,Standard Class,KC-16675,Kimberly Carter,Corporate,United States,Tallahassee,Florida,32303,South,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),62.192,13,0.2,19.435,62.192,13,4.784,5.0232,20.0,5/28/2016,0.0,0.0,0.0,0.0,,
3171,CA-2017-107461,12/21/2017,12/26/2017,Second Class,PK-19075,Pete Kriz,Consumer,United States,Columbia,South Carolina,29203,South,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,23.88,6,0.0,11.2236,23.88,6,3.98,4.179,0.0,12/21/2017,0.0,0.0,0.0,0.0,,
3172,US-2016-133879,3/21/2016,3/28/2016,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Chicago,Illinois,60623,Central,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,3.168,2,0.8,-4.752,3.168,2,1.584,1.6632000000000002,80.0,3/21/2016,0.0,0.0,0.0,0.0,,
3173,US-2016-133879,3/21/2016,3/28/2016,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Chicago,Illinois,60623,Central,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",528.43,5,0.3,0.0,528.43,5,105.68599999999999,110.9703,30.0,3/21/2016,0.0,0.0,0.0,0.0,,
3174,US-2016-133879,3/21/2016,3/28/2016,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Chicago,Illinois,60623,Central,OFF-AR-10004956,Office Supplies,Art,Newell 33,13.392,3,0.2,1.5066,13.392,3,4.4639999999999995,4.6872,20.0,3/21/2016,0.0,0.0,0.0,0.0,,
3175,CA-2017-157483,11/11/2017,11/18/2017,Standard Class,EP-13915,Emily Phan,Consumer,United States,Detroit,Michigan,48227,Central,OFF-AR-10004260,Office Supplies,Art,Boston 1799 Powerhouse Electric Pencil Sharpener,181.86,7,0.0,50.9208,181.86,7,25.98,27.279,0.0,11/11/2017,0.0,0.0,0.0,0.0,,
3176,US-2017-132059,9/23/2017,9/29/2017,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Fort Collins,Colorado,80525,West,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",180.588,2,0.7,-240.784,180.588,2,90.294,94.8087,70.0,9/23/2017,0.0,0.0,0.0,0.0,,
3177,US-2017-132059,9/23/2017,9/29/2017,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Fort Collins,Colorado,80525,West,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,47.984,2,0.2,0.5998,47.984,2,23.992,25.1916,20.0,9/23/2017,0.0,0.0,0.0,0.0,,
3178,CA-2017-122280,9/10/2017,9/10/2017,Same Day,SH-20395,Shahid Hopkins,Consumer,United States,New York City,New York,10024,East,OFF-PA-10004911,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",18.76,2,0.0,9.0048,18.76,2,9.38,9.849000000000002,0.0,9/10/2017,0.0,0.0,0.0,0.0,,
3179,CA-2017-105235,12/5/2017,12/11/2017,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,New York City,New York,10011,East,FUR-FU-10001487,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",20.94,3,0.0,6.0726,20.94,3,6.98,7.329000000000001,0.0,12/5/2017,0.0,0.0,0.0,0.0,,
3180,CA-2017-105235,12/5/2017,12/11/2017,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,New York City,New York,10011,East,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",58.68,2,0.0,18.1908,58.68,2,29.34,30.807000000000002,0.0,12/5/2017,0.0,0.0,0.0,0.0,,
3181,CA-2017-105235,12/5/2017,12/11/2017,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,New York City,New York,10011,East,OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,254.9,5,0.0,68.823,254.9,5,50.980000000000004,53.529,0.0,12/5/2017,0.0,0.0,0.0,0.0,,
3182,CA-2017-152912,11/9/2017,11/12/2017,Second Class,BM-11650,Brian Moss,Corporate,United States,Columbia,Maryland,21044,East,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,9.64,2,0.0,4.4344,9.64,2,4.82,5.061000000000001,0.0,11/9/2017,0.0,0.0,0.0,0.0,,
3183,CA-2017-152912,11/9/2017,11/12/2017,Second Class,BM-11650,Brian Moss,Corporate,United States,Columbia,Maryland,21044,East,TEC-AC-10004666,Technology,Accessories,Maxell iVDR EX 500GB Cartridge,826.62,3,0.0,355.4466,826.62,3,275.54,289.317,0.0,11/9/2017,0.0,0.0,0.0,0.0,,
3184,CA-2017-152912,11/9/2017,11/12/2017,Second Class,BM-11650,Brian Moss,Corporate,United States,Columbia,Maryland,21044,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,1633.14,9,0.0,473.6106,1633.14,9,181.46,190.53300000000002,0.0,11/9/2017,0.0,0.0,0.0,0.0,,
3185,CA-2017-152912,11/9/2017,11/12/2017,Second Class,BM-11650,Brian Moss,Corporate,United States,Columbia,Maryland,21044,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,544.38,3,0.0,157.8702,544.38,3,181.46,190.53300000000002,0.0,11/9/2017,0.0,0.0,0.0,0.0,,
3186,CA-2014-123498,11/7/2014,11/9/2014,First Class,TC-20980,Tamara Chand,Corporate,United States,Houston,Texas,77041,Central,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,26.046,3,0.8,-44.2782,26.046,3,8.682,9.116100000000001,80.0,11/7/2014,0.0,0.0,0.0,0.0,,
3187,CA-2014-123498,11/7/2014,11/9/2014,First Class,TC-20980,Tamara Chand,Corporate,United States,Houston,Texas,77041,Central,OFF-EN-10004773,Office Supplies,Envelopes,Staple envelope,74.352,3,0.2,26.9526,74.352,3,24.784000000000002,26.023200000000003,20.0,11/7/2014,0.0,0.0,0.0,0.0,,
3188,CA-2017-159352,3/12/2017,3/17/2017,Standard Class,KB-16585,Ken Black,Corporate,United States,Lowell,Massachusetts,1852,East,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,69.93,7,0.0,32.1678,69.93,7,9.99,10.489500000000001,0.0,3/12/2017,0.0,0.0,0.0,0.0,,
3189,US-2017-146416,10/20/2017,10/22/2017,Second Class,JE-16165,Justin Ellison,Corporate,United States,Woodland,California,95695,West,OFF-LA-10003714,Office Supplies,Labels,Avery 510,3.75,1,0.0,1.8,3.75,1,3.75,3.9375,0.0,10/20/2017,0.0,0.0,0.0,0.0,,
3190,US-2017-146416,10/20/2017,10/22/2017,Second Class,JE-16165,Justin Ellison,Corporate,United States,Woodland,California,95695,West,OFF-BI-10001787,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,20.928,4,0.2,7.5864,20.928,4,5.232,5.493600000000001,20.0,10/20/2017,0.0,0.0,0.0,0.0,,
3191,US-2015-163783,12/27/2015,1/1/2016,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Chicago,Illinois,60610,Central,OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers,12.672,3,0.2,-3.168,12.672,3,4.224,4.4352,20.0,12/27/2015,0.0,0.0,0.0,0.0,,
3192,CA-2017-123981,10/2/2017,10/8/2017,Standard Class,RW-19630,Rob Williams,Corporate,United States,New York City,New York,10035,East,TEC-PH-10002115,Technology,Phones,Plantronics 81402,65.99,1,0.0,17.1574,65.99,1,65.99,69.2895,0.0,10/2/2017,0.0,0.0,0.0,0.0,,
3193,CA-2017-158953,6/4/2017,6/8/2017,Standard Class,ML-18040,Michelle Lonsdale,Corporate,United States,Missouri City,Texas,77489,Central,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,6.37,7,0.8,-9.555,6.37,7,0.91,0.9555000000000001,80.0,6/4/2017,0.0,0.0,0.0,0.0,,
3194,CA-2014-165428,9/1/2014,9/4/2014,First Class,JL-15130,Jack Lebron,Consumer,United States,Houston,Texas,77036,Central,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,3.648,3,0.8,-6.0192,3.648,3,1.216,1.2768,80.0,9/1/2014,0.0,0.0,0.0,0.0,,
3195,CA-2014-165428,9/1/2014,9/4/2014,First Class,JL-15130,Jack Lebron,Consumer,United States,Houston,Texas,77036,Central,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,31.104,6,0.2,10.8864,31.104,6,5.184,5.4432,20.0,9/1/2014,0.0,0.0,0.0,0.0,,
3196,CA-2016-169026,8/8/2016,8/13/2016,Standard Class,CM-12655,Corinna Mitchell,Home Office,United States,Jackson,Mississippi,39212,South,OFF-FA-10001883,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",23.34,3,0.0,0.2334,23.34,3,7.78,8.169,0.0,8/8/2016,0.0,0.0,0.0,0.0,,
3197,CA-2017-109750,7/22/2017,7/28/2017,Standard Class,FH-14365,Fred Hopkins,Corporate,United States,New York City,New York,10009,East,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",29.97,3,0.0,14.0859,29.97,3,9.99,10.489500000000001,0.0,7/22/2017,0.0,0.0,0.0,0.0,,
3198,CA-2015-149384,7/10/2015,7/10/2015,Same Day,EH-13945,Eric Hoffmann,Consumer,United States,Tempe,Arizona,85281,West,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,3.366,3,0.7,-2.244,3.366,3,1.122,1.1781000000000001,70.0,7/10/2015,0.0,0.0,0.0,0.0,,
3199,CA-2014-131527,12/1/2014,12/7/2014,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,Jacksonville,North Carolina,28540,South,TEC-PH-10001644,Technology,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic",95.968,4,0.2,9.5968,95.968,4,23.992,25.1916,20.0,12/1/2014,0.0,0.0,0.0,0.0,,
3200,CA-2017-164000,12/18/2017,12/22/2017,Standard Class,AH-10030,Aaron Hawkins,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,18.704,7,0.2,2.338,18.704,7,2.672,2.8056,20.0,12/18/2017,0.0,0.0,0.0,0.0,,
3201,CA-2014-164224,5/18/2014,5/20/2014,Second Class,TT-21070,Ted Trevino,Consumer,United States,Akron,Ohio,44312,East,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,149.232,3,0.2,3.7308,149.232,3,49.744,52.2312,20.0,5/18/2014,0.0,0.0,0.0,0.0,,
3202,CA-2014-164224,5/18/2014,5/20/2014,Second Class,TT-21070,Ted Trevino,Consumer,United States,Akron,Ohio,44312,East,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,15.936,4,0.2,5.7768,15.936,4,3.984,4.1832,20.0,5/18/2014,0.0,0.0,0.0,0.0,,
3203,CA-2014-158372,11/10/2014,11/16/2014,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,601.536,8,0.2,60.1536,601.536,8,75.192,78.9516,20.0,11/10/2014,0.0,0.0,0.0,0.0,,
3204,CA-2014-158372,11/10/2014,11/16/2014,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,10.99,1,0.0,4.2861,10.99,1,10.99,11.5395,0.0,11/10/2014,0.0,0.0,0.0,0.0,,
3205,CA-2014-158372,11/10/2014,11/16/2014,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,39.88,2,0.0,11.1664,39.88,2,19.94,20.937,0.0,11/10/2014,0.0,0.0,0.0,0.0,,
3206,CA-2014-158372,11/10/2014,11/16/2014,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",62.24,8,0.0,28.008,62.24,8,7.78,8.169,0.0,11/10/2014,0.0,0.0,0.0,0.0,,
3207,CA-2014-158372,11/10/2014,11/16/2014,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",53.2,5,0.0,14.896,53.2,5,10.64,11.172,0.0,11/10/2014,0.0,0.0,0.0,0.0,,
3208,CA-2014-158372,11/10/2014,11/16/2014,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels,39.84,8,0.0,18.3264,39.84,8,4.98,5.229000000000001,0.0,11/10/2014,0.0,0.0,0.0,0.0,,
3209,CA-2016-108882,1/9/2016,1/15/2016,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Fresno,California,93727,West,TEC-AC-10000420,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,349.95,5,0.0,118.983,349.95,5,69.99,73.48949999999999,0.0,1/9/2016,0.0,0.0,0.0,0.0,,
3210,CA-2016-108882,1/9/2016,1/15/2016,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Fresno,California,93727,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,377.928,9,0.2,141.723,377.928,9,41.992,44.0916,20.0,1/9/2016,0.0,0.0,0.0,0.0,,
3211,US-2017-108245,9/22/2017,9/27/2017,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Pearland,Texas,77581,Central,OFF-EN-10001415,Office Supplies,Envelopes,Staple envelope,13.392,3,0.2,5.022,13.392,3,4.4639999999999995,4.6872,20.0,9/22/2017,0.0,0.0,0.0,0.0,,
3212,US-2017-108245,9/22/2017,9/27/2017,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Pearland,Texas,77581,Central,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,11.228,7,0.8,-18.5262,11.228,7,1.6039999999999999,1.6842,80.0,9/22/2017,0.0,0.0,0.0,0.0,,
3213,CA-2014-142314,12/23/2014,12/28/2014,Standard Class,SF-20200,Sarah Foster,Consumer,United States,Richmond,Indiana,47374,Central,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,207.24,11,0.0,58.0272,207.24,11,18.84,19.782,0.0,12/23/2014,0.0,0.0,0.0,0.0,,
3214,CA-2016-132409,5/26/2016,6/1/2016,Standard Class,TH-21235,Tiffany House,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",1.504,1,0.2,0.1692,1.504,1,1.504,1.5792000000000002,20.0,5/26/2016,0.0,0.0,0.0,0.0,,
3215,CA-2016-132409,5/26/2016,6/1/2016,Standard Class,TH-21235,Tiffany House,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,34.848,2,0.2,6.534,34.848,2,17.424,18.2952,20.0,5/26/2016,0.0,0.0,0.0,0.0,,
3216,CA-2017-150189,7/8/2017,7/10/2017,First Class,VG-21790,Vivek Gonzalez,Consumer,United States,San Mateo,California,94403,West,OFF-LA-10002762,Office Supplies,Labels,Avery 485,75.18,6,0.0,35.3346,75.18,6,12.530000000000001,13.156500000000001,0.0,7/8/2017,0.0,0.0,0.0,0.0,,
3217,CA-2014-114433,5/13/2014,5/17/2014,Standard Class,NP-18325,Naresj Patel,Consumer,United States,Oakland,California,94601,West,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,149.97,3,0.0,52.4895,149.97,3,49.99,52.48950000000001,0.0,5/13/2014,0.0,0.0,0.0,0.0,,
